LEA_NAME,STATE,ZIP,OP
Candeo Schools Inc. (89758),ARIZONA,85383,1
Glendale Preparatory Academy (89829),ARIZONA,85034,1
Tempe Preparatory Junior Academy (89947),ARIZONA,85282,0
Graham County School Superintendent (79543),ARIZONA,85546,0
EAGLE South Mountain Charter Inc. (89850),ARIZONA,85041,1
ASU Preparatory Academy (89949),ARIZONA,85006,1
Gila County Sheriff's Office (79544),ARIZONA,85501,0
Imagine Coolidge Elementary Inc. (89786),ARIZONA,85053,1
Gila County Juvenile Detention (79494),ARIZONA,85501,0
Pima Prevention Partnership dba Pima Partnership A (89864),ARIZONA,85711,1
Imagine Prep Coolidge Inc. (90034),ARIZONA,85128,1
Imagine Prep Surprise Inc. (89790),ARIZONA,85053,1
Blue Adobe Project (89871),ARIZONA,85711,1
Mountain Institute JTED (90090),ARIZONA,86301,12
Yuma County Sheriff's Office (79472),ARIZONA,85364,0
Daisy Education Corporation dba Sonoran Science Ac (89915),ARIZONA,85224,1
San Tan Montessori School Inc. (89798),ARIZONA,85234,1
Daisy Education Corporation dba Sonoran Science Ac (89914),ARIZONA,85224,1
Santa Cruz County Sheriff's Office (79473),ARIZONA,85621,0
Daisy Education Corporation dba Paragon Science Ac (89917),ARIZONA,85224,1
Greenlee County Sheriff's Office (79542),ARIZONA,85533,0
Imagine Avondale Elementary Inc. (89784),ARIZONA,85053,1
Math and Science Success Academy Inc. (89852),ARIZONA,85705,1
Haven Montessori Children's House Inc. (89951),ARIZONA,86001,1
Imagine Prep Superstition Inc. (89788),ARIZONA,85120,1
Navajo County School Superintendents Office (79536),ARIZONA,86025,0
AZ Compass Schools Inc. (89869),ARIZONA,85225,1
West Valley Arts and Technology Academy Inc. (90036),ARIZONA,85339,1
Kaizen Education Foundation dba Vista Grove Prepar (90330),ARIZONA,85020,1
ASU Preparatory Academy (90273),ARIZONA,85287,1
Kaizen Education Foundation dba Liberty Arts Acade (90334),ARIZONA,85020,1
Apache Junction Unified District (4443),ARIZONA,85120,5
Vector School District Inc. (90317),ARIZONA,85225,1
Morrison Education Group Inc. (90192),ARIZONA,85041,1
Western Arizona Vocational District #50 (90123),ARIZONA,86402,9
CAFA Inc. dba Learning Foundation and Performing  (90328),ARIZONA,85296,1
Academy Del Sol Inc. (90199),ARIZONA,85757,2
Pioneer Preparatory School (90140),ARIZONA,85033,1
Kaizen Education Foundation dba Gilbert Arts Acade (90333),ARIZONA,85020,1
The Odyssey Preparatory Academy Inc. (90287),ARIZONA,85326,4
Skyline Gila River Schools LLC (90329),ARIZONA,85225,1
Imagine Avondale Middle Inc. (90162),ARIZONA,85323,1
CAFA Inc. dba Learning Foundation and Performing  (90327),ARIZONA,85296,2
Choice Academies Inc. (90138),ARIZONA,85027,2
Daisy Education Corporation dba. Sonoran Science A (90284),ARIZONA,85224,1
Imagine Superstition Middle Inc. (90160),ARIZONA,85120,1
Ombudsman Educational Services LTD a subsidiary  (90326),ARIZONA,85032,0
Camp Verde Unified School District dba South Verde (90136),ARIZONA,86322,0
CPLC Community Schools dba Hiaki High School (90331),ARIZONA,85714,1
Research Based Education Corporation (90275),ARIZONA,85021,1
Educational Options Foundation (90201),ARIZONA,85383,2
Ed Ahead (90506),ARIZONA,85716,1
BASIS Charter Schools Inc. (90508),ARIZONA,85737,1
Anthem Preparatory Academy (90532),ARIZONA,85034,1
Compass Points International Inc (90533),ARIZONA,86301,1
Pima Prevention Partnership (90536),ARIZONA,85711,1
Daisy Education Corporation dba. Sonoran Science A (90541),ARIZONA,85224,1
Kaizen Education Foundation dba Mission Heights Pr (90548),ARIZONA,85022,1
Leading Edge Academy Maricopa (90637),ARIZONA,85296,1
Lifelong Learning Research Institute Inc. (90754),ARIZONA,85741,1
Arizona Education Solutions (90758),ARIZONA,85206,2
Arizona Agribusiness & Equine Center Inc. (90779),ARIZONA,85012,1
BASIS Charter Schools Inc. (90841),ARIZONA,85258,1
BASIS Charter Schools Inc. (90842),ARIZONA,85258,1
BASIS Charter Schools Inc. (90862),ARIZONA,85258,1
Archway Classical Academy Trivium West (90915),ARIZONA,85034,1
Archway Classical Academy Veritas (90916),ARIZONA,85034,1
Archway Classical Academy Chandler (90917),ARIZONA,85034,1
Yuma County Education Service Agency (79196),ARIZONA,85364,0
Arizona Supreme Court (9576),ARIZONA,85007,0
Apache County Sheriff's Office (79547),ARIZONA,85936,0
Arizona Agribusiness & Equine Center Inc. (91131),ARIZONA,85012,1
Pima Rose Academy Inc. (90997),ARIZONA,85741,1
Arlington Elementary District (4274),ARIZONA,85322,1
Archway Classical Academy Scottsdale (90857),ARIZONA,85034,1
Legacy Traditional School - Northwest Tucson (91137),ARIZONA,85286,1
BASIS Charter Schools Inc. (91280),ARIZONA,85258,1
La Tierra Community School Inc (90900),ARIZONA,86301,1
Leading Edge Academy Queen Creek  (91174),ARIZONA,85296,1
South Valley Academy Inc. (90540),ARIZONA,85044,1
Legacy Traditional School - Avondale (91135),ARIZONA,85286,1
Arts Academy at Scottsdale Inc. (91053),ARIZONA,85353,1
EAGLE College Prep Harmony LLC (91170),ARIZONA,85040,1
Reid Traditional Schools' Painted Rock Academy Inc (91317),ARIZONA,85023,1
Trivium Preparatory Academy (90859),ARIZONA,85034,1
Kaizen Education Foundation dba Havasu Preparatory (90535),ARIZONA,85020,1
South Phoenix Academy Inc. (91108),ARIZONA,85044,1
Graysmark Schools Corporation (90894),ARIZONA,55812,0
Legacy Traditional School - Chandler (91133),ARIZONA,85138,1
ASU Preparatory Academy (91307),ARIZONA,85212,1
ASU Preparatory Academy (91303),ARIZONA,85006,1
ASU Preparatory Academy (91305),ARIZONA,85212,1
Greenlee County School Superintendent,ARIZONA,85533,0
North Phoenix Preparatory Academy (90879),ARIZONA,85034,1
Collaborative Pathways Inc. (91773),ARIZONA,85711,1
The Paideia Academies Inc (91250),ARIZONA,85042,1
Happy Valley East (90906),ARIZONA,85204,1
Archway Classical Academy Glendale (91878),ARIZONA,85034,1
Ball Charter Schools (Val Vista) (90885),ARIZONA,85224,1
Open Doors Community School Inc. (91238),ARIZONA,85653,1
Ash Creek Elementary District (4187),ARIZONA,85625,1
Legacy Traditional School ? Laveen Village (91763),ARIZONA,85339,1
Institute for Transformative Education Inc. (90876),ARIZONA,85711,1
Archway Classical Academy North Phoenix (91758),ARIZONA,85034,1
Maryvale Preparatory Academy (90861),ARIZONA,85034,1
George Gervin Youth Center Inc. (90884),ARIZONA,78218,1
Empower College Prep (91277),ARIZONA,85015,2
BASIS Charter Schools Inc. (91309),ARIZONA,85259,1
Scottsdale Country Day School (91110),ARIZONA,85253,1
Southwest Leadership Academy (92043),ARIZONA,89423,1
BASIS Charter Schools Inc. (92349),ARIZONA,85258,1
Kaizen Education Foundation dba Advance U (91329),ARIZONA,85020,1
Camino Montessori (91330),ARIZONA,85283,0
ASU Preparatory Academy (92327),ARIZONA,85212,1
Incito Schools (91326),ARIZONA,85338,1
Archway Classical Academy Cicero (92314),ARIZONA,85034,1
Vista College Preparatory Inc. (91948),ARIZONA,85003,3
Archway Classical Academy Arete (92312),ARIZONA,85034,1
Rising Schools Inc. (92049),ARIZONA,85710,0
ASU Preparatory Academy (92325),ARIZONA,85006,1
Academy of Mathematics and Science South Inc. (90878),ARIZONA,85705,4
Legacy Traditional School - Casa Grande (92199),ARIZONA,85286,1
Hirsch Academy A Challenge Foundation (91275),ARIZONA,85251,1
Kaizen Education Foundation dba Discover U Element (91328),ARIZONA,85020,1
Espiritu Community Development Corp. (92250),ARIZONA,85040,1
BASIS Charter Schools Inc. (91339),ARIZONA,85259,1
BASIS Charter Schools Inc. (91949),ARIZONA,85258,1
Legacy Traditional School - Gilbert (92047),ARIZONA,85286,1
Cicero Preparatory Academy (92316),ARIZONA,85034,1
The Farm at Mission Montessori Academy (91340),ARIZONA,85254,1
BASIS Charter Schools Inc. (92320),ARIZONA,86301,1
Edkey Inc. - Sequoia Pathway Academy (92226),ARIZONA,85204,1
BASIS Charter Schools Inc. (92318),ARIZONA,85258,1
School Superintendent - Santa Cruz County (8365),ARIZONA,85621,0
StrengthBuilding Partners (91992),ARIZONA,85752,1
Madison Highland Prep (91935),ARIZONA,85014,1
Ash Fork Joint Unified District (4471),ARIZONA,86320,3
Heritage Academy Queen Creek Inc. (92519),ARIZONA,85210,1
EAGLE College Prep Mesa LLC. (91939),ARIZONA,85203,1
Arizona Autism Charter Schools Inc. (91958),ARIZONA,85014,2
Franklin Phonetic Primary School Inc. (92596),ARIZONA,85020,1
CASA Academy (91934),ARIZONA,85015,1
EAGLE College Prep Maryvale LLC (91938),ARIZONA,85031,1
Innovative Humanities Education Corporation (92499),ARIZONA,85755,0
Arizona Language Preparatory (92566),ARIZONA,85063,1
Lincoln Preparatory Academy (92657),ARIZONA,85034,1
Southwest Technical Education District of Yuma (ST (92705),ARIZONA,85364,10
Horizon Community Learning Center Inc. (92620),ARIZONA,85048,1
Desert Star Academy (92302),ARIZONA,86426,1
SySTEM Schools (91933),ARIZONA,85006,0
Western School of Science and Technology Inc. (91937),ARIZONA,85033,1
Archway Classical Academy Lincoln (92656),ARIZONA,85034,1
Heritage Academy Laveen Inc. (92520),ARIZONA,85210,1
Legacy Traditional School - Queen Creek (92610),ARIZONA,85286,1
Noah Webster Schools-Pima (92374),ARIZONA,85209,1
Archway Classical Academy Trivium East (92704),ARIZONA,85034,1
Seneca Preparatory Academy Foundation (91237),ARIZONA,85716,0
Legacy Traditional School - Surprise (92879),ARIZONA,85286,1
Self Development Academy-Phoenix (92381),ARIZONA,85205,1
BASIS Charter Schools Inc. (92865),ARIZONA,85248,1
BASIS Charter Schools Inc. (92863),ARIZONA,85258,1
Create Academy (92369),ARIZONA,85008,1
Espiritu Schools (92902),ARIZONA,85040,1
Academy of Mathematics and Science Inc. (92768),ARIZONA,85719,1
BASIS Charter Schools Inc. (92734),ARIZONA,85258,1
Ethos Academy - A Challenge Foundation Academy (92379),ARIZONA,85302,1
BASIS Charter Schools Inc. (92736),ARIZONA,85258,1
Leman Academy of Excellence Inc. (92730),ARIZONA,85743,6
Pensar Academy (92972),ARIZONA,85340,1
ASU Preparatory Academy (346763),ARIZONA,85287,1
ASU Preparatory Academy - Casa Grande (92987),ARIZONA,85193,1
Legacy Traditional School - Glendale (850100),ARIZONA,85286,1
Painted Desert Montessori LLC (123733),ARIZONA,85326,1
Pathways In Education-Arizona Inc. (92983),ARIZONA,91107,1
Legacy Traditional School - Peoria (850099),ARIZONA,85286,1
Kaizen Education Foundation dba Colegio Petite Pho (92989),ARIZONA,85020,1
The Grande Innovation Academy (92978),ARIZONA,85122,1
Legacy Traditional School - North Chandler (850101),ARIZONA,85286,1
Estrella Educational Foundation (92988),ARIZONA,85353,1
ASU Preparatory Academy (92716),ARIZONA,85287,1
BASIS Charter Schools Inc. (92997),ARIZONA,85225,1
Legacy Traditional School - Phoenix (873957),ARIZONA,85286,1
Avondale Elementary District (4272),ARIZONA,85323,9
BASIS Charter Schools Inc. (549803),ARIZONA,85041,1
Legacy Traditional School - East Mesa (834265),ARIZONA,85286,1
BASIS Charter Schools Inc. (273398),ARIZONA,85383,1
Synergy Public School Inc. (92981),ARIZONA,85020,1
ASU Preparatory Academy Digital (522074),ARIZONA,85287,1
Highland Prep (92982),ARIZONA,85379,1
BASIS Charter Schools Inc. (934316),ARIZONA,85258,1
Victory Collegiate Academy Corporation (92985),ARIZONA,85033,1
Arizona Agribusiness & Equine Center INC. (134379),ARIZONA,85012,1
AIBT Non-Profit Charter High School Inc. (449790),ARIZONA,85019,1
ASU Preparatory Academy (631426),ARIZONA,85287,1
Yavapai County Education Service Agency (79194),ARIZONA,86305,0
Cochise County School Superintendent (79188),ARIZONA,85603,0
Pinal County School Superintendent (79192),ARIZONA,85132,0
Phoenix International Academy (903484),ARIZONA,85040,1
Think Through Academy (92976),ARIZONA,85041,1
The French American School of Arizona (395879),ARIZONA,85282,1
Edison Project (743644),ARIZONA,85305,1
ASU Preparatory Academy (59441),ARIZONA,85287,0
BASIS Charter Schools Inc. (783027),ARIZONA,85258,1
Science Technology Engineering and Math Arizona (1000050),ARIZONA,85710,1
Navajo County Sheriff's Office (79520),ARIZONA,86025,0
Yavapai County Sheriff's Office (79492),ARIZONA,86312,0
Cochise County Sheriff's Office (79546),ARIZONA,85603,0
Pinal County Sheriffs Office (79516),ARIZONA,85132,0
Maricopa County Detention Education Center (1000313),ARIZONA,85009,0
Somerset Academy Arizona Inc. (1000160),ARIZONA,89119,1
Valor Preparatory Academy LLC (1000291),ARIZONA,85225,0
ARCHES Academy (92980),ARIZONA,85143,1
New Learning Ventures Inc. (320470),ARIZONA,85018,1
Legacy Traditional School - Goodyear (1000283),ARIZONA,85338,1
Integrated Education Foundation Inc. (1000164),ARIZONA,85085,1
New Horizon High School Inc. (1000165),ARIZONA,85244,1
Self Development Eastmark Academy (520359),ARIZONA,85205,1
Self Development Scottsdale Academy (308420),ARIZONA,85205,1
Bagdad Unified District (4468),ARIZONA,86321,2
Balsz Elementary District (4268),ARIZONA,85008,5
Beaver Creek Elementary District (4481),ARIZONA,86335,1
Bicentennial Union High School District (4515),ARIZONA,85348,1
Bisbee Unified District (4169),ARIZONA,85603,3
Blue Elementary District (4231),ARIZONA,85922,1
Bonita Elementary District (4224),ARIZONA,85643,1
Bouse Elementary District (4513),ARIZONA,85325,1
Bowie Unified District (4171),ARIZONA,85605,2
Buckeye Elementary District (4269),ARIZONA,85326,7
Buckeye Union High School District (4284),ARIZONA,85326,5
Sierra Vista Unified District (4175),ARIZONA,85635,10
Bullhead City School District (4378),ARIZONA,86442,6
Camp Verde Unified District (4470),ARIZONA,86322,5
Canon Elementary District (4484),ARIZONA,85324,1
Cartwright Elementary District (4282),ARIZONA,85031,21
Casa Grande Elementary District (4446),ARIZONA,85122,13
Casa Grande Union High School District (4453),ARIZONA,85122,2
Catalina Foothills Unified District (4410),ARIZONA,85718,8
Cedar Unified District (4395),ARIZONA,86034,2
Champie Elementary District (4477),ARIZONA,85342,0
Chandler Unified District #80 (4242),ARIZONA,85224,44
Chevelon Butte School District (4198),ARIZONA,85931,0
Chinle Unified District (4158),ARIZONA,86503,7
Cochise Elementary District (4177),ARIZONA,85606,1
Concho Elementary District (4160),ARIZONA,85924,1
Congress Elementary District (4479),ARIZONA,85332,1
Continental Elementary District (4416),ARIZONA,85622,1
Coolidge Unified District (4442),ARIZONA,85128,5
Cottonwood-Oak Creek Elementary District (4487),ARIZONA,86326,6
Crane Elementary District (4501),ARIZONA,85364,13
Creighton Elementary District (4263),ARIZONA,85016,10
Crown King Elementary District (4483),ARIZONA,86343,1
Graham County Special Services (4217),ARIZONA,85543,1
Double Adobe Elementary District (4179),ARIZONA,85617,1
Douglas Unified District (4174),ARIZONA,85607,9
Duncan Unified District (4228),ARIZONA,85534,2
Dysart Unified District (4243),ARIZONA,85374,24
Mary C O'Brien Accommodation District (4435),ARIZONA,85122,2
Elfrida Elementary District (4185),ARIZONA,85610,1
Eloy Elementary District (4448),ARIZONA,85131,3
Empire Elementary District (4415),ARIZONA,85637,0
Flagstaff Unified District (4192),ARIZONA,86004,16
Florence Unified School District (4437),ARIZONA,85132,14
Flowing Wells Unified District (4405),ARIZONA,85705,11
Fountain Hills Unified District (4247),ARIZONA,85268,4
Fowler Elementary District (4273),ARIZONA,85043,7
Fredonia-Moccasin Unified District (4195),ARIZONA,86022,2
Fort Huachuca Accommodation District (4167),ARIZONA,85670,3
Fort Thomas Unified District (4221),ARIZONA,85536,4
Gadsden Elementary District (4505),ARIZONA,85349,9
Ganado Unified School District (4157),ARIZONA,86505,4
Gila Bend Unified District (4238),ARIZONA,85337,2
Gilbert Unified District (4239),ARIZONA,85296,39
Glendale Elementary District (4271),ARIZONA,85301,17
Glendale Union High School District (4285),ARIZONA,85301,11
Globe Unified District (4208),ARIZONA,85501,3
Grand Canyon Unified District (4194),ARIZONA,86023,2
Greenlee County Accommodation District,ARIZONA,85533,0
Hackberry School District (4371),ARIZONA,86401,1
Hayden-Winkelman Unified District (4212),ARIZONA,85192,2
Higley Unified School District (4248),ARIZONA,85295,15
Holbrook Unified District (4389),ARIZONA,86025,5
Maricopa County Regional School District (4234),ARIZONA,85017,4
Humboldt Unified District (4469),ARIZONA,86314,11
Hyder Elementary District (4502),ARIZONA,85333,1
Baboquivari Unified School District #40 (4412),ARIZONA,85634,6
Isaac Elementary District (4259),ARIZONA,85009,12
J O Combs Unified School District (4445),ARIZONA,85140,7
Joseph City Unified District (4388),ARIZONA,86032,3
Kayenta Unified School District #27 (4396),ARIZONA,86033,3
Kirkland Elementary District (4480),ARIZONA,86332,1
Klondyke Elementary District (4223),ARIZONA,85546,0
Kyrene Elementary District (4267),ARIZONA,85284,25
Lake Havasu Unified District (4368),ARIZONA,86403,9
Laveen Elementary District (4276),ARIZONA,85339,8
Liberty Elementary District (4266),ARIZONA,85326,6
Litchfield Elementary District (4281),ARIZONA,85340,18
Littlefield Unified District (4374),ARIZONA,86432,2
Littleton Elementary District (4278),ARIZONA,85329,8
Madison Elementary District (4270),ARIZONA,85016,8
Maine Consolidated School District (4199),ARIZONA,86018,1
Mammoth-San Manuel Unified District (4439),ARIZONA,85631,3
Marana Unified District (4404),ARIZONA,85653,19
Maricopa Unified School District (4441),ARIZONA,85138,11
Altar Valley Elementary District (4418),ARIZONA,85736,2
Mayer Unified School District (4473),ARIZONA,86333,2
Mcnary Elementary District (4163),ARIZONA,85930,1
McNeal Elementary District (4181),ARIZONA,85617,1
Mesa Unified District (4235),ARIZONA,85201,78
Miami Unified District (4211),ARIZONA,85539,4
Mingus Union High School District (4488),ARIZONA,86326,2
Mobile Elementary District (4253),ARIZONA,85139,1
Mohave Valley Elementary District (4379),ARIZONA,86440,3
Mohawk Valley Elementary District (4503),ARIZONA,85347,1
Morenci Unified District (4230),ARIZONA,85540,3
Morristown Elementary District (4251),ARIZONA,85342,1
Pima Accommodation District (4401),ARIZONA,85701,0
Murphy Elementary District (4265),ARIZONA,85009,3
Naco Elementary District (4176),ARIZONA,85620,1
Nadaburg Unified School District (4252),ARIZONA,85361,3
Navajo County Accommodation District #99 (4386),ARIZONA,86025,1
Nogales Unified District (4457),ARIZONA,85621,11
Oracle Elementary District (4444),ARIZONA,85623,1
Osborn Elementary District (4262),ARIZONA,85013,6
Owens School District No.6 (4373),ARIZONA,85360,1
